VDS_CD,TRFFCVLM,OCCPNCY,SPD_AVG,Start or End,point,geometry,length,count,black-spot
0010VDE30800,23158604,4.264,83.057,E,399.7,"LINESTRING (127.10333861788519 37.33356531645247, 127.10327780035433 37.345278506293766)",1300,1,0.043180496
0010VDE30900,26507773,4.718,80.697,E,401,"LINESTRING (127.10327780035716 37.34527850574986, 127.10320748011661 37.358793695566604)",1500,0,0
0010VDE30910,1854920,6.351,57.869,E,406.5,"LINESTRING (127.10320748011411 37.35879369604749, 127.1031184544567 37.37591289581535)",1900,2,1.078213616
0010VDE31000,27760074,4.926,77.651,E,402.5,"LINESTRING (127.10311845463013 37.37591286384677, 127.10307774382066 37.38312091374599)",800,0,0
0010VDE31010,472281,3.465,96.345,E,406.7,"LINESTRING (127.10307879484809 37.383109045898344, 127.10108057796674 37.39470775393346)",1299,0,0
0010VDE31200,25240578,13.274,91.46,E,404.4,"LINESTRING (127.10108078161218 37.39470662503843, 127.10074487903279 37.3964886047101)",200,0,0
0010VDE31210,1397522,18.9,40.99,E,407.8,"LINESTRING (127.10075597830993 37.39646102322543, 127.09526756991832 37.4050365185645)",1069,1,0.715552242
0010VDE31300,19088220,13.5275,87.24875,E,405.2,"LINESTRING (127.09528095779257 37.40502023045683, 127.092410156791 37.40780269835929)",400,0,0
0010VDE31500,17291817,5.054,91.247,E,408.2,"LINESTRING (127.09240929420305 37.407803544749974, 127.07755538827725 37.42255619378349)",2100,0,0
0010VDE31650,24270322,6.947,76.949,E,410.3,"LINESTRING (127.0775553878254 37.422556194232136, 127.06835728416281 37.431687837439426)",1300,0,0
0010VDE31800,22300457,9.443,99.063,E,411.6,"LINESTRING (127.0683572844684 37.43168783713608, 127.06340348249819 37.436604573477204)",700,1,0.04484213
0010VDE31900,22142524,11.021,83.742,E,412.3,"LINESTRING (127.06339644530023 37.436612375365364, 127.05791644030855 37.44342620097717)",898,0,0
0010VDE32150,21947456,12.409,83.583,E,413.2,"LINESTRING (127.05791815505664 37.44342413228155, 127.05092714970752 37.451609976788845)",1099,0,0
0010VDE32250,19028715,16.027,76.74,E,414.3,"LINESTRING (127.05092974203781 37.45160706733449, 127.04420323818967 37.458847502202644)",1000,0,0
0010VDE32350,18226743,23.041,63.688,E,415.3,"LINESTRING (127.04420405467475 37.458846634410996, 127.0339104493582 37.469648986629885)",1506,0,0
0010VDE32400,0,0,0,E,416.9,"LINESTRING (127.0338991372344 37.46966354462388, 127.02647792517499 37.48161870825491)",1480,0,0
0010VDE32500,0,0,0,E,418.4,"LINESTRING (127.0264706482851 37.48163363742203, 127.02333253687308 37.49027927449373)",999,1,0
0010VDE32501,0,0,0,E,419.43,"LINESTRING (127.02333304777906 37.490277907700666, 127.0180349298876 37.504049642786676)",1599,1,0
0010VDE32502,0,0,0,E,421.01,"LINESTRING (127.01803169008909 37.50406036432306, 127.01550657376326 37.51543446185717)",1282,0,0
0010VDS00200,10737450,2.139,91.963,S,2.4,"LINESTRING (129.10171450838016 35.25694068299635, 129.10607421637098 35.265174609188875)",996,0,0
0010VDS00300,10649467,1.842,91.915,S,3.3,"LINESTRING (129.10607900698187 35.265185531991584, 129.1088192160643 35.272974709382154)",899,0,0
0010VDS00400,10248179,1.77,91.304,S,4.5,"LINESTRING (129.10881703670498 35.27303021130633, 129.10440674813972 35.2830841447339)",1185,0,0
0010VDS00500,7601073,1.496,100.252,S,5.1,"LINESTRING (129.104388649851 35.28311045027748, 129.10031175155152 35.287227643079156)",588,1,0.131560373
0010VDS00600,0,0,0,S,6.3,"LINESTRING (129.1002876262717 35.287245694767726, 129.08935682116217 35.29325388037806)",1197,1,0
0010VDS00700,9357365,1.824,91.79,S,7.3,"LINESTRING (129.08937814323906 35.29323855313128, 129.08211624517634 35.30000356798489)",1000,0,0
0010VDS00800,10167831,4.262,104.247,S,8.3,"LINESTRING (129.0821167961871 35.300003050775466, 129.07491539830522 35.306814105616624)",1000,0,0
0010VDS00900,10555287,1.816,96.126,S,9.2,"LINESTRING (129.0749153487758 35.30681415242355, 129.06842795066476 35.31294007678314)",900,0,0
0010VDS01000,10559255,1.812,97.053,S,10,"LINESTRING (129.06842129818898 35.31294582666132, 129.06209389815578 35.31795375061795)",800,0,0
0010VDS01100,9127746,1.549,96.58,S,11.1,"LINESTRING (129.06208897243542 35.31795741935574, 129.05296157077535 35.32435239473703)",1092,0,0
0010VDS01200,5766461,1.282,96.17,S,11.9,"LINESTRING (129.05294518197041 35.32436190017771, 129.04546767744722 35.32790685366411)",785,0,0
0010VDS01300,5588013,1.314,91.035,S,12.8,"LINESTRING (129.04550746175426 35.32787445947633, 129.04050186740494 35.33486127321848)",899,0,0
0010VDS01500,7355146,2.185,89.83333333,S,14.4,"LINESTRING (129.04051120958226 35.33478674313624, 129.0458925240576 35.34782012817692)",1527,0,0
0010VDS01600,14211370,1.842,86.204,S,15.5,"LINESTRING (129.04589825183874 35.34785237494332, 129.04544966523318 35.35772056500544)",1096,0,0
0010VDS01700,11799888,1.822222222,88.65555556,S,16.5,"LINESTRING (129.0454481726283 35.35770204217975, 129.0472730838821 35.36645947027195)",986,0,0
0010VDS01800,11442472,1.856666667,90.69888889,S,17.6,"LINESTRING (129.0472693313054 35.366446945980925, 129.05098524197552 35.37587442252162)",1099,1,0.087393703
0010VDS01900,9959265,1.828,100.448,S,18.2,"LINESTRING (129.05098699543936 35.375879345283856, 129.05265490173574 35.381110673668246)",600,0,0
0010VDS02000,7646345,3.412857143,94.18571429,S,19.1,"LINESTRING (129.05265312490062 35.38110569230222, 129.0557009336263 35.388817299464726)",899,0,0
0010VDS02100,11659018,2.312,96.606,S,20.1,"LINESTRING (129.05570401794023 35.38882686579203, 129.057919429014 35.397629493551676)",997,0,0
0010VDS02200,11537674,1.967,98.237,S,20.9,"LINESTRING (129.05792049648198 35.39763442322556, 129.05921660577567 35.404766291831024)",800,0,0
0010VDS02300,11547611,1.972,92.959,S,21.7,"LINESTRING (129.05921210153426 35.40475092304206, 129.06200510916645 35.411575740457245)",799,0,0
0010VDS02400,11562248,2.249,97.56,S,22.7,"LINESTRING (129.06200399912223 35.41157315903357, 129.0658159081935 35.42002492557402)",1000,0,0
0010VDS02500,11566115,3.113,95.213,S,23.5,"LINESTRING (129.06582112467936 35.42004083551538, 129.06731693382332 35.4271427039498)",800,0,0
0010VDS02600,11434988,2.005,90.719,S,24.5,"LINESTRING (129.06731346150264 35.427130974539814, 129.07059607128514 35.435672861461384)",993,0,0
0010VDS02700,11592412,1.977,96.336,S,25.4,"LINESTRING (129.07058279510602 35.43565008802429, 129.07604619907434 35.442391643811405)",898,0,0
0010VDS02800,11217233,1.983,96.04,S,26.5,"LINESTRING (129.07606084122577 35.44241825837396, 129.07917805272714 35.45198983535643)",1099,0,0
0010VDS02850,12334353,1.972,98.22,S,27.3,"LINESTRING (129.07917673420087 35.45198611108336, 129.08181004210002 35.45886613860904)",800,0,0
0010VDS02900,11576033,1.973,100.224,S,27.5,"LINESTRING (129.08181070145028 35.45886792580552, 129.0824255034847 35.460598925219486)",200,0,0
0010VDS03000,11590082,1.971,97.219,S,28.5,"LINESTRING (129.0824235945692 35.4605940681264, 129.08608530388005 35.469078144765454)",998,0,0
0010VDS03100,11578102,1.98,97.137,S,29.1,"LINESTRING (129.08608549726998 35.46907859660971, 129.08824560289756 35.474168494619605)",598,0,0
0010VDS03200,9991151,1.864,97.27,S,30.3,"LINESTRING (129.0882493457159 35.474179532063744, 129.09096115901795 35.48474031931913)",1197,0,0
0010VDS03300,0,0,0,S,31.2,"LINESTRING (129.09096053708956 35.48473804428984, 129.0932492468297 35.49262873202309)",900,1,0
0010VDS03400,9788612,1.705,90.879,S,32.2,"LINESTRING (129.09324765820242 35.492623865270765, 129.09638146828985 35.50124851229165)",998,0,0
0010VDS03500,9127832,1.765,97.012,S,33.1,"LINESTRING (129.09638014094017 35.50124510826091, 129.0995803495049 35.50892217529793)",900,0,0
0010VDS03600,8942339,1.575,96.517,S,34.1,"LINESTRING (129.09958092637376 35.508923597619514, 129.10296393614945 35.51750171445144)",1000,0,0
0010VDS03700,9539462,1.65,91.539,S,35,"LINESTRING (129.10296572564684 35.51750674804865, 129.10545223515618 35.52534359562206)",898,0,0
0010VDS03800,8709394,1.519,87.502,S,35.9,"LINESTRING (129.10544587725263 35.525328916171674, 129.1095319842454 35.532673982622455)",895,0,0
0010VDS04000,0,0,0,S,38,"LINESTRING (129.1095266147505 35.53266554385278, 129.1212824265821 35.54897251437323)",2100,1,0
0010VDS04100,0,0,0,S,39.1,"LINESTRING (129.12128830173359 35.548981870199256, 129.12617871054397 35.55803246591534)",1098,1,0
0010VDS04105,7515217,3.657,90.29,S,41.2,"LINESTRING (129.12618372521743 35.55804371267144, 129.13271104687146 35.576383566419665)",2119,1,0.133063357
0010VDS04110,7512254,3.503,92.75,S,42.1,"LINESTRING (129.1327129800489 35.57638982398999, 129.13479949006503 35.58433113187527)",901,0,0
0010VDS04115,7492025,3.506,92.929,S,43,"LINESTRING (129.13479807548907 35.58432638050685, 129.1373994848833 35.59213444798203)",898,0,0
0010VDS04120,8302556,3.91,92.763,S,43.8,"LINESTRING (129.13739475484599 35.592123227115394, 129.14081636155862 35.598779684076845)",801,0,0
0010VDS04125,7511258,3.523,93.966,S,45.2,"LINESTRING (129.14081632617447 35.5987796153261, 129.14681703790285 35.61042347999831)",1402,0,0
0010VDS04130,7502432,3.515,92.468,S,46.2,"LINESTRING (129.14680903968838 35.610410852521326, 129.1526269447947 35.61805080790396)",998,0,0
0010VDS04135,7506135,3.481,95.008,S,47.3,"LINESTRING (129.15263779823178 35.61806958845526, 129.15652010880564 35.6274623248346)",1100,0,0
0010VDS04140,7508112,3.314,97.809,S,48.2,"LINESTRING (129.1565150749804 35.62745221399397, 129.1608098816936 35.63477279029904)",901,0,0
0010VDS04145,7507075,3.484,94.358,S,49.2,"LINESTRING (129.16081611577243 35.63478598250934, 129.1639777259538 35.6434444294854)",1002,0,0
0010VDS04150,7508460,3.455,93.818,S,50.2,"LINESTRING (129.16397266196628 35.643433299782295, 129.16848046989676 35.65163853583472)",998,0,0
0010VDS04155,7508131,3.501,93.347,S,51.1,"LINESTRING (129.1684818691389 35.65164119608919, 129.17226097684164 35.65915598270684)",901,0,0
0010VDS04160,7505331,3.34,91.431,S,52.3,"LINESTRING (129.17226502658224 35.659165524328316, 129.17588263894868 35.66953242083376)",1196,0,0
0010VDS04165,7503216,4.173,91.403,S,53.4,"LINESTRING (129.17588179050983 35.66953010788269, 129.17945440126303 35.67881379449489)",1080,0,0
0010VDS04170,7526097,3.642,89.476,S,54.5,"LINESTRING (129.17945327213712 35.67881101908897, 129.18347778256722 35.68819034535441)",1103,0,0
0010VDS04175,7499881,3.578,89.209,S,55.7,"LINESTRING (129.18348211054095 35.68820358043023, 129.18591292426092 35.69881941788534)",1198,1,0.133335449
0010VDS04180,7511549,3.475,93.169,S,56.5,"LINESTRING (129.18590996622797 35.69880959315139, 129.1884590741744 35.70560360071932)",788,0,0
0010VDS04185,7029460,3.313,91.079,S,57.4,"LINESTRING (129.18845835962262 35.70560176663815, 129.1915749684178 35.71331424370725)",901,0,0
0010VDS04190,6271946,2.876,99.488,S,58.6,"LINESTRING (129.19157809369523 35.71332366467601, 129.19434190712747 35.72389430185118)",1199,0,0
0010VDS04195,7192037,3.19,100.143,S,59.8,"LINESTRING (129.19434403036854 35.7239063835345, 129.195331145061 35.73467706223771)",1198,1,0.139042666
0010VDS04200,7230903,3.151,103.777,S,61.1,"LINESTRING (129.19533144655384 35.73468471661393, 129.1951823627461 35.74638372630734)",1298,0,0
0010VDS04205,7190101,3.217,99.779,S,62.2,"LINESTRING (129.1951820181386 35.74638996216096, 129.19421633173036 35.756251452666184)",1098,0,0
0010VDS04210,7193479,3.15,101.318,S,63.3,"LINESTRING (129.1942135877652 35.756223105221, 129.19701399952788 35.765666732422304)",1078,1,0.139014794
0010VDS04215,7191841,3.072,104.2,S,64.3,"LINESTRING (129.19701632942403 35.76569849999891, 129.19572484158869 35.77459468083482)",994,1,0.139046456
0010VDS04220,7192499,3.252,94.952,S,65.5,"LINESTRING (129.19572103794025 35.77460973133956, 129.19209005028463 35.78458041417354)",1154,0,0
0010VDS04225,7176869,3.254,94.284,S,66.4,"LINESTRING (129.19209360542044 35.784542580078494, 129.19343681613014 35.792560218575055)",898,0,0
0010VDS04230,7213545,3.428,93.947,S,67.5,"LINESTRING (129.19343144813158 35.79260258759559, 129.18936545906757 35.80192510078921)",1098,0,0
0010VDS04235,4647192,3.604285714,97.24857143,S,68.8,"LINESTRING (129.18935149335317 35.801947016336996, 129.1810712992343 35.8114696523352)",1295,1,0.215183707
0010VDS04240,7912250,3.616,94.689,S,69.7,"LINESTRING (129.18100232289584 35.81150599747252, 129.17138991277938 35.813043099432036)",885,0,0
0010VDS04245,7901171,3.466,98.71,S,70.7,"LINESTRING (129.17143411058555 35.81302729552621, 129.1625594072499 35.81833627040325)",995,0,0
0010VDS04250,7898235,3.435,101.195,S,71.85,"LINESTRING (129.16249093580763 35.818353724775335, 129.1504865222215 35.81809115484246)",1085,2,0.253221131
0010VDS04255,8308322,3.378,101.075,S,72.8,"LINESTRING (129.15049585668754 35.818091038665045, 129.13947674433285 35.81860687956715)",997,1,0.120361247
0010VDS04260,7886983,3.413,98.987,S,73.8,"LINESTRING (129.1395228216862 35.81859627447163, 129.12994851523683 35.82278969877347)",982,0,0
0010VDS04265,7898819,3.402,101.402,S,74.8,"LINESTRING (129.12996403475304 35.8227814697325, 129.12121543205075 35.828320624697184)",1001,0,0
0010VDS04270,6724566,3.126,95.047,S,75.9,"LINESTRING (129.12117860056725 35.82833596678822, 129.1096915893944 35.83107416001887)",1081,0,0
0010VDS04275,7898310,3.427,100.164,S,77,"LINESTRING (129.10968960737537 35.83107461610957, 129.09827119604924 35.833608359137045)",1069,0,0
0010VDS04280,7893740,3.407,100.43,S,78,"LINESTRING (129.09831090813174 35.833591998031984, 129.08964100566726 35.839193803007504)",1000,0,0
0010VDS04285,8351168,3.556,99.772,S,79,"LINESTRING (129.08966452920862 35.839172920073615, 129.0835695344596 35.84667471457483)",998,0,0
0010VDS04290,8353092,3.662,96.793,S,80.15,"LINESTRING (129.0835817240937 35.8466546927567, 129.07956883514885 35.85601126593173)",1100,0,0
0010VDS04295,8347855,3.753,92.653,S,81.2,"LINESTRING (129.07955420997945 35.8560341588774, 129.0725080147382 35.864013813975774)",1090,0,0
0010VDS04300,8344414,3.843,89.044,S,82.8,"LINESTRING (129.07249365392326 35.864027099344064, 129.05956995315375 35.873842897406476)",1596,0,0
0010VDS04305,8348223,3.841,92.441,S,83.9,"LINESTRING (129.0595903923283 35.87382194726876, 129.0534939996549 35.882443661907644)",1104,0,0
0010VDS04310,8347674,3.732,93.227,S,84.8,"LINESTRING (129.0534791342824 35.882460063388905, 129.04667033545482 35.88842164791102)",903,0,0
0010VDS04315,8350269,3.716,93.363,S,85.8,"LINESTRING (129.0466301449592 35.888444035518894, 129.03631813607416 35.891781609215656)",1002,1,0.119756621
0010VDS04320,8350746,3.718,91.896,S,86.75,"LINESTRING (129.03627767832356 35.891787988868984, 129.02651346725395 35.891821899177586)",882,0,0
0010VDS04325,8352608,3.707,94.82,S,87.85,"LINESTRING (129.02656158778564 35.89181276675733, 129.01558857959068 35.896169861348184)",1102,0,0
0010VDS04330,8360320,3.551,101.194,S,89.3,"LINESTRING (129.01564168236945 35.896124628878454, 129.009308495156 35.90803878387592)",1440,0,0
0010VDS04335,4337274,2.078,102.738,S,90.45,"LINESTRING (129.00931487101758 35.90802288219403, 129.006625883682 35.91769546428422)",1100,0,0
0010VDS04340,4248075,2.151,95.656,S,91.73,"LINESTRING (129.00659815161703 35.91773765379359, 128.99684235291704 35.926092440222114)",1279,1,0.23540074
0010VDS04345,4332437,2.104,102.483,S,92.8,"LINESTRING (128.99682914545346 35.92610207258195, 128.98711004215488 35.93212136803808)",1102,0,0
0010VDS04350,4327834,2.163,97.416,S,94.2,"LINESTRING (128.98702939411882 35.93213911871785, 128.97268307807698 35.93070576749818)",1304,1,0.231062467
0010VDS04355,4340755,2.113,102.186,S,95.5,"LINESTRING (128.97263594897134 35.930691746285795, 128.96056174197224 35.92427013041477)",1302,0,0
0010VDS04400,3927437,2.111,99.557,S,96.7,"LINESTRING (128.96060209844873 35.924283305923716, 128.94781378452043 35.92234432410659)",1174,0,0
0010VDS04500,5952753,2.615,99.953,S,97.6,"LINESTRING (128.94778631562872 35.92233704165968, 128.9397997090961 35.9192321686656)",799,1,0.1679895
0010VDS04600,6011049,2.74,99.848,S,98.5,"LINESTRING (128.93974843470727 35.919191238949665, 128.93531654116958 35.91199969518485)",893,0,0
0010VDS04700,6688166,2.719,100.306,S,99.4,"LINESTRING (128.93533078752404 35.912017311258126, 128.9289135891545 35.9058078367378)",900,0,0
0010VDS04800,6010042,2.77,99.348,S,100.4,"LINESTRING (128.92895251990663 35.9058318811463, 128.91942301185313 35.90230443772782)",945,0,0
0010VDS04900,6808183,2.792,96.693,S,101.3,"LINESTRING (128.91948038383754 35.90231204716055, 128.90956497283574 35.90315231834616)",900,0,0
0010VDS05000,6013252,2.854,93.491,S,102.1,"LINESTRING (128.9095311626898 35.903150951971526, 128.90095825346006 35.901714960600984)",790,0,0
0010VDS05100,6043495,2.785,100.919,S,103.2,"LINESTRING (128.9009179690447 35.901701028443576, 128.89087326370858 35.896099723381354)",1099,1,0.165467168
0010VDS05200,6313039,2.608,101.625,S,104.2,"LINESTRING (128.89087480655607 35.896100568458415, 128.8816363013221 35.89113078392641)",1000,0,0
0010VDS05300,5035191,2.448,99.827,S,105.3,"LINESTRING (128.88165440369994 35.89113866725273, 128.87046129381278 35.8873022435069)",1097,0,0
0010VDS05400,6016774,2.753,98.927,S,106.3,"LINESTRING (128.87047377017086 35.88730582304076, 128.85982795934493 35.88482152060041)",1000,0,0
0010VDS05500,6618158,3.232,97.52,S,107.3,"LINESTRING (128.8598279595482 35.88482152064784, 128.84918274872626 35.882336268204966)",1000,0,0
0010VDS05600,6026108,2.814,94.634,S,108.3,"LINESTRING (128.84918274866246 35.88233626819008, 128.8385382378447 35.87985006574472)",1000,0,0
0010VDS05700,6033092,2.781,97.446,S,109.3,"LINESTRING (128.8385411581193 35.87985071296384, 128.82781954697512 35.877601530761126)",1000,0,0
0010VDS05800,5976904,2.833,96.682,S,110.3,"LINESTRING (128.8278485397265 35.87760437872542, 128.81687592730108 35.87771189910837)",991,0,0
0010VDS05900,5925041,2.829,97.382,S,111.3,"LINESTRING (128.8168742285871 35.877711905074136, 128.80588251612764 35.877681405301026)",993,0,0
0010VDS06000,5759542,2.736,96.238,S,112.5,"LINESTRING (128.80587579980892 35.877681220444074, 128.79209998424182 35.87696025996125)",1247,0,0
0010VDS06100,9937975,3.969,89.644,S,113.5,"LINESTRING (128.79212264718436 35.87695955372647, 128.7811933352543 35.87822005536967)",997,0,0
0010VDS06200,10455734,3.401,95.074,S,114.7,"LINESTRING (128.7811884697084 35.87822052720803, 128.76869385581307 35.879203968587554)",1134,0,0
0010VDS06300,10393366,3.46,90.693,S,115.6,"LINESTRING (128.76862012848892 35.87918834563003, 128.76045512427083 35.874585051476984)",897,0,0
0010VDS06400,10416250,3.458,92.922,S,116.5,"LINESTRING (128.7604727769746 35.87459316767778, 128.75136266925497 35.87125869442718)",902,1,0.09600384
0010VDS06500,9097996,3.464,91.997,S,117.4,"LINESTRING (128.7514189588153 35.871266192891746, 128.74204834840214 35.872017203936146)",850,0,0
0010VDS06600,11245659,3.588,92.732,S,118.5,"LINESTRING (128.74207488541015 35.87201234669272, 128.7308831752145 35.875278100336665)",1074,0,0
0010VDS06700,10429634,3.424,96.095,S,119.5,"LINESTRING (128.73085834632386 35.87528280741132, 128.7198319341378 35.87630539878773)",1002,0,0
0010VDS06800,10444472,4.321,89.908,S,120.5,"LINESTRING (128.7198343106073 35.876305157296876, 128.70886999860133 35.877516918874534)",999,0,0
0010VDS06900,8040377,2.907,99.139,S,121.9,"LINESTRING (128.7089186996516 35.877501396944865, 128.69624749406347 35.88473231368322)",1397,0,0
0010VDS07000,7016430,2.988,101.232,S,122.7,"LINESTRING (128.69625134336752 35.884730015193846, 128.6892260409969 35.88911712913789)",800,0,0
0010VDS07100,0,0,0,S,123.6,"LINESTRING (128.68922667514835 35.88911673019289, 128.68137427263915 35.894093154639236)",899,0,0
0010VDS07200,0,0,0,S,124.6,"LINESTRING (128.68139435310863 35.89407663493073, 128.67478845667574 35.90113658965609)",985,0,0
0010VDS07300,16974781,5.166,95.553,S,125.6,"LINESTRING (128.67479704225485 35.90112592732956, 128.6694097490771 35.90897541149156)",998,0,0
0010VDS07400,14692414,4.577,100.429,S,126.5,"LINESTRING (128.66937062449904 35.9090084604684, 128.66108471966763 35.91311191448788)",876,0,0
0010VDS07500,20230780,6.529,91.11,S,127.4,"LINESTRING (128.66106357064785 35.91312003664444, 128.65166276195598 35.915784879626266)",899,0,0
0010VDS07600,20407777,6.56,90.751,S,128.4,"LINESTRING (128.65164029588945 35.915789176896745, 128.64073418387997 35.91691813837195)",992,1,0.049000927
0010VDS07700,20257287,6.304,94.998,S,129.4,"LINESTRING (128.64072417271933 35.916918800981634, 128.62966886021627 35.91724087156879)",998,1,0.049364952
0010VDS07800,21067764,6.23,96.786,S,130.5,"LINESTRING (128.62965335639728 35.91724043876714, 128.61761564289628 35.916214287864626)",1092,2,0.094931764
0010VDS07900,20255145,6.105,99.268,S,131.3,"LINESTRING (128.61760354584715 35.91621270199007, 128.60895773662781 35.91467582047031)",799,0,0
0010VDS08000,20230126,6.297,93.972,S,132.3,"LINESTRING (128.60895773782602 35.914675820683335, 128.59815082630465 35.912753918781135)",998,0,0
0010VDS08100,20244488,6.323,93.505,S,133.2,"LINESTRING (128.5981467732181 35.91275313254944, 128.5885090632201 35.91072663052435)",899,1,0.049396162
0010VDS08200,15354504,2.756,94.682,S,134.5,"LINESTRING (128.58851034862994 35.91072689420127, 128.57454623401415 35.90793367141312)",1298,1,0.06512747
0010VDS08300,20216481,5.413,94.009,S,135.7,"LINESTRING (128.5745403954816 35.90793236454004, 128.56185758282163 35.904787021383974)",1197,0,0
0010VDS08400,22866589,6.972,95.073,S,136.5,"LINESTRING (128.56182551269487 35.90477415942614, 128.55483670934126 35.90071414578041)",775,0,0
0010VDS08500,22804765,7.263,87.708,S,137.5,"LINESTRING (128.55484703742476 35.90071947174921, 128.54557223090103 35.896500827733156)",959,0,0
0010VDS08600,1915651,4.405,90.265,S,138.6,"LINESTRING (128.54559735503844 35.89650916042695, 128.5338649429953 35.893924897832605)",1097,0,0
0010VDS08700,2670156,3.626666667,89.84666667,S,139.8,"LINESTRING (128.53388990885617 35.89392797285173, 128.5209433941829 35.89354754266656)",1170,1,0.374509954
0010VDS08800,8453578,5.245,92.515,S,140.9,"LINESTRING (128.52096450694447 35.89354652049372, 128.50898439393328 35.89506931238972)",1095,0,0
0010VDS08900,17466660,5.424,95.833,S,142.2,"LINESTRING (128.50899412006018 35.895067710639736, 128.49599230678413 35.89770631371986)",1210,0,0
0010VDS09000,2439404,7.28,94.105,S,143.1,"LINESTRING (128.49606952419032 35.89764988197973, 128.49264543293663 35.905245464771106)",898,0,0
0010VDS09100,2957989,7.566666667,93.11,S,144.1,"LINESTRING (128.49264481794341 35.90524679627434, 128.48867332741654 35.913642639503784)",998,1,0.338067518
0010VDS09200,2499403,7.12,92.95,S,145,"LINESTRING (128.4886721820071 35.91364496383122, 128.48483919011315 35.9211199969294)",899,0,0
0010VDS09300,17376033,5.474,92.872,S,145.9,"LINESTRING (128.48483859465748 35.92112113598877, 128.48088150254097 35.92854797917655)",898,0,0
0010VDS09400,5330581,5.295,95.0875,S,147,"LINESTRING (128.48083882906897 35.92858843460404, 128.47068962340964 35.933781389621466)",1082,0,0
0010VDS09500,5383581,5.1875,99.3025,S,147.9,"LINESTRING (128.47069974838854 35.93377554145404, 128.46308134613733 35.93872001582358)",880,0,0
0010VDS09600,0,0,0,S,148.9,"LINESTRING (128.46310773661637 35.9386952801768, 128.45749954291776 35.94644275448981)",998,0,0
0010VDS09700,0,0,0,S,149.8,"LINESTRING (128.45751273774755 35.94641461003962, 128.45557194826995 35.95434663161645)",897,0,0
0010VDS09800,0,0,0,S,150.8,"LINESTRING (128.4555724169195 35.95434459433338, 128.45366282882986 35.9632075358693)",998,0,0
0010VDS09900,12919200,4.133,109.81,S,152.9,"LINESTRING (128.4536283292348 35.96325858692641, 128.4432739280655 35.970935313313284)",1264,0,0
0010VDS10000,0,0,0,S,152.1,"LINESTRING (128.44325975981357 35.970944224335476, 128.43584005591669 35.97487518809238)",799,0,0
0010VDS10100,11325808,4.39125,99.27875,S,154.2,"LINESTRING (128.4358742307258 35.97484654410397, 128.42861583826965 35.98453515965303)",1259,0,0
0010VDS10200,809404,4.44,101.345,S,155,"LINESTRING (128.42863147931058 35.9844971807826, 128.42775588922893 35.99166108143226)",799,0,0
0010VDS10300,9228889,4.161111111,100.54,S,156.1,"LINESTRING (128.42775609099402 35.9916592387454, 128.4268016047178 36.001520509412735)",1098,0,0
0010VDS10400,5819799,4.18,98.92166667,S,157.1,"LINESTRING (128.426799986195 36.00149656864498, 128.42887159783123 36.01033139661453)",998,0,0
0010VDS10500,8345977,3.753333333,98.36666667,S,158.3,"LINESTRING (128.42887309800867 36.0103400635582, 128.43006341260536 36.02091840225997)",1179,0,0
0010VDS10600,13989767,4.221,97.925,S,159.3,"LINESTRING (128.4300103496894 36.02100374071466, 128.42095724428748 36.02545318507734)",954,0,0
0010VDS10700,9643006,2.224444444,94.70444444,S,160.1,"LINESTRING (128.42096294899116 36.025450184107875, 128.41385944568603 36.029442567850566)",779,0,0
0010VDS10800,11104672,3.612222222,101.8022222,S,161.2,"LINESTRING (128.4139053171569 36.02938533403911, 128.41163933005177 36.03902635588782)",1089,0,0
0010VDS10900,13749075,4.395,107.307,S,162.3,"LINESTRING (128.41163831670212 36.03903020795248, 128.40883172923557 36.048662680269636)",1098,0,0
0010VDS11000,14169756,4.3,101.235,S,163.2,"LINESTRING (128.40882605298756 36.04867682731945, 128.4049871610463 36.05609922044126)",893,2,0.141145691
0010VDS11100,13963831,4.16,101.086,S,164.2,"LINESTRING (128.40498546809016 36.056102328019215, 128.40031147640622 36.06426169177761)",999,0,0
0010VDS11200,14043036,4.336,94.201,S,165.2,"LINESTRING (128.40028820686973 36.06428830254836, 128.39288200674437 36.07013483727404)",931,1,0.071209673
0010VDS11300,14214246,4.288,97.814,S,166,"LINESTRING (128.39280428345756 36.07016035083682, 128.38393687333658 36.07013950095528)",799,0,0
0010VDS11400,13520951,4.055,99.076,S,166.6,"LINESTRING (128.3839363176573 36.07013949849935, 128.3773024100849 36.0700965185562)",598,0,0
0010VDS11500,11691087,3.624,106.802,S,167.9,"LINESTRING (128.3773111418271 36.07009629637312, 128.3630955257632 36.07091250751146)",1284,0,0
0010VDS11650,12731125,3.779,105.724,S,168.8,"LINESTRING (128.36319254847425 36.07085227379247, 128.36011185694457 36.07802120633897)",842,0,0
0010VDS11700,11835061,3.968,104.187,S,169.7,"LINESTRING (128.36011775448483 36.07798488212851, 128.360851365726 36.08606226130629)",899,0,0
0010VDS11800,12180193,3.943,100.938,S,170.7,"LINESTRING (128.36085136573143 36.08606226136609, 128.36166667822684 36.09503711045206)",999,1,0.082100505
0010VDS11900,9316305,3.181,110.043,S,171.9,"LINESTRING (128.36166696422652 36.0950422704148, 128.36188277933368 36.10578307001205)",1192,1,0.107338693
0010VDS12000,0,0,0,S,172.7,"LINESTRING (128.36187963361704 36.10580589049176, 128.3597783426975 36.1128004122383)",799,2,0
