VDS_CD,TRFFCVLM,OCCPNCY,SPD_AVG,Start or End,point,geometry,length,count,black-spot
0010VDE00100,11226668,1.892,83.29,E,1.4,"LINESTRING (129.10151289152822 35.25701249692179, 129.10587258353732 35.26524643072924)",996,4,0.356294495
0010VDE00200,11179464,1.89,95.149,E,2.4,"LINESTRING (129.10586779294988 35.265235507917815, 129.10860798386747 35.27302469052724)",899,0,0
0010VDE00300,10882704,1.873,89.197,E,3.3,"LINESTRING (129.10861016336955 35.27296918860298, 129.10419985193488 35.28302311517538)",1185,1,0.091888928
0010VDE00400,10907852,1.499,84.664,E,4.5,"LINESTRING (129.1042179502675 35.282996809658606, 129.10014104856702 35.28711399685693)",588,0,0
0010VDE00500,8393168,1.374,95.01,E,5.1,"LINESTRING (129.1001651738426 35.28709594519738, 129.0892343789522 35.29310411958707)",1197,0,0
0010VDE00600,0,0,0,E,6.3,"LINESTRING (129.08921305688145 35.29311944680861, 129.08195115494422 35.299884451955)",1000,0,0
0010VDE00700,10746161,1.828,96.013,E,7.3,"LINESTRING (129.08195060393314 35.29988496916367, 129.07474920181505 35.30669601432256)",1000,0,0
0010VDE00800,10789605,3.775,96.95,E,8.3,"LINESTRING (129.0747492513445 35.3066959675157, 129.06826184945558 35.31282188315611)",900,1,0.092681799
0010VDE00900,10930188,1.836,99.623,E,9.2,"LINESTRING (129.06826850193318 35.31281613328655, 129.06194110196634 35.317824049329936)",800,0,0
0010VDE01000,10903614,2.124,99.865,E,10,"LINESTRING (129.06194602768582 35.31782038059812, 129.05281862934592 35.32421534521686)",1092,0,0
0010VDE01100,9322230,1.693,96.215,E,11.1,"LINESTRING (129.05283501813742 35.324205839793485, 129.0453575226606 35.327750786307114)",785,1,0.107270471
0010VDE01200,5532616,1.241,90.25,E,11.9,"LINESTRING (129.04531773835058 35.32778318044615, 129.04031213269994 35.33476998670398)",899,3,0.54223897
0010VDE01300,5528626,1.231,91.008,E,12.8,"LINESTRING (129.0403027903405 35.33484451677564, 129.04568407586513 35.34787791173491)",1527,0,0
0010VDE01500,8776059,2.228571429,93.81285714,E,14.4,"LINESTRING (129.04567834816658 35.347845664956374, 129.04522973477214 35.357713854894214)",1096,0,0
0010VDE01600,14690488,2.84,97.12,E,15.5,"LINESTRING (129.04523122732752 35.35773237772383, 129.04705611607372 35.36648980963163)",986,1,0.068071258
0010VDE01700,12287644,2.371111111,93.65777778,E,16.5,"LINESTRING (129.04705986861998 35.36650233392998, 129.05077575794976 35.375929817389235)",1099,0,0
0010VDE01800,11621366,1.896666667,89.50333333,E,17.6,"LINESTRING (129.0507740044974 35.37592489462368, 129.05244189820107 35.38115622623929)",600,0,0
0010VDE01900,11496434,2.015,94.696,E,18.2,"LINESTRING (129.0524436750245 35.38116120760867, 129.0554914662988 35.38887282044617)",899,1,0.086983494
0010VDE02000,6365122,3.328571429,97.41,E,19.1,"LINESTRING (129.05548838200778 35.3888632541129, 129.05770377093404 35.39766588635321)",997,0,0
0010VDE02100,11760264,2.316,93.375,E,20.1,"LINESTRING (129.05770270347867 35.397660956677115, 129.05899879418496 35.40479282807165)",800,0,0
0010VDE02200,11896107,2.017,92.48,E,20.9,"LINESTRING (129.0590032983888 35.40480819686944, 129.06179629075658 35.41163301945423)",799,0,0
0010VDE02300,11914757,2.025,88.749,E,21.7,"LINESTRING (129.06179740079514 35.41163560087993, 129.0656092917238 35.420087374339474)",1000,0,0
0010VDE02400,11963934,2.026,101.116,E,22.7,"LINESTRING (129.06560407527593 35.42007146438807, 129.06709986613194 35.427173335953626)",800,0,0
0010VDE02500,13905768,3.445,100.512,E,23.5,"LINESTRING (129.06710333842395 35.42718506537044, 129.07038592864137 35.435726958448825)",993,0,0
0010VDE02600,11323472,2.889,97.889,E,24.5,"LINESTRING (129.0703992047793 35.435749731908395, 129.07586260081098 35.44249129612128)",898,1,0.088312136
0010VDE02700,11900200,2.018,97.703,E,25.4,"LINESTRING (129.07584795870974 35.44246468153364, 129.07896514720827 35.45203626455112)",1099,0,0
0010VDE02800,11422495,2.188,95.912,E,26.5,"LINESTRING (129.07896646572576 35.45203998882671, 129.08159975782667 35.45892002130103)",800,0,0
0010VDE02850,12681768,2.019,98.788,E,27.3,"LINESTRING (129.08159909848052 35.45891823410331, 129.08221389644615 35.46064923468934)",200,0,0
0010VDE02900,11903497,2.019,99.631,E,27.5,"LINESTRING (129.08221580535056 35.46065409178599, 129.0858774960397 35.46913817514689)",998,0,0
0010VDE03000,11818625,2.35,97.127,E,28.5,"LINESTRING (129.08587730265074 35.46913772330229, 129.0880373970231 35.4742276252924)",598,0,0
0010VDE03100,11980352,3.018,98.368,E,29.1,"LINESTRING (129.088033654231 35.47421658784107, 129.0907454409289 35.48477738058567)",1197,0,0
0010VDE03200,11778287,1.998,89.549,E,30.3,"LINESTRING (129.09074606285165 35.48477965561619, 129.09303475311143 35.492670347882914)",900,0,0
0010VDE03300,0,0,0,E,31.2,"LINESTRING (129.09303634172701 35.492675214638325, 129.09617013163955 35.50129986761741)",998,0,0
0010VDE03400,10804832,1.843,96.813,E,32.2,"LINESTRING (129.09617145898142 35.50130327165065, 129.09937165041674 35.50898034461361)",900,0,0
0010VDE03500,9156522,1.622,99.759,E,33.1,"LINESTRING (129.09937107355108 35.508978922290964, 129.1027540637753 35.51755704545899)",1000,0,0
0010VDE03600,9082422,1.608,103.197,E,34.1,"LINESTRING (129.10275227428977 35.517552011858356, 129.10523876478035 35.52538886428495)",898,0,0
0010VDE03700,9757021,1.695,100.628,E,35,"LINESTRING (129.10524512265178 35.52540354374698, 129.10933121565898 35.53274861729617)",895,0,0
0010VDE03800,9712561,2.548,90.093,E,35.9,"LINESTRING (129.1093365851396 35.53275705607482, 129.1210923733079 35.549064045554346)",2100,0,0
0010VDE04000,0,0,0,E,38,"LINESTRING (129.12108649817242 35.54905468971844, 129.125976889362 35.55810529400236)",1098,2,0
0010VDE04100,0,0,0,E,39.1,"LINESTRING (129.12597187471292 35.55809404723711, 129.1324991530588 35.576433913488835)",2119,0,0
0010VDE04105,7586741,3.44,98.283,E,41.2,"LINESTRING (129.1324972198967 35.576427655914685, 129.13458370988047 35.584368968029395)",901,0,0
0010VDE04110,7585125,3.323,102.047,E,42.1,"LINESTRING (129.13458512444475 35.58437371940062, 129.13718651505044 35.59218179192542)",898,0,0
0010VDE04115,7581299,3.378,98.813,E,43,"LINESTRING (129.13719124506284 35.59219301280083, 129.14061283835017 35.59884947583934)",801,1,0.131903517
0010VDE04120,6233576,2.818,100.877,E,43.8,"LINESTRING (129.14061287373414 35.59884954459016, 129.14661356200577 35.610493419917916)",1402,1,0.160421562
0010VDE04125,7563825,3.453,92.781,E,45.2,"LINESTRING (129.14662156019875 35.61050604740833, 129.15243945509235 35.61814601202568)",998,0,0
0010VDE04130,7566790,3.571,91.994,E,46.2,"LINESTRING (129.15242860168988 35.61812723145576, 129.156310891116 35.62751997507638)",1100,0,0
0010VDE04135,7568380,3.394,94.263,E,47.3,"LINESTRING (129.15631592492045 35.627530085926026, 129.16061071820718 35.634850669620974)",901,0,0
0010VDE04140,7579231,3.444,94.942,E,48.2,"LINESTRING (129.16060448415627 35.63483747739939, 129.16376607397484 35.64349593042331)",1002,0,0
0010VDE04145,7571246,3.507,91.257,E,49.2,"LINESTRING (129.16377113793834 35.643507060135654, 129.1682789300078 35.6517123040832)",998,1,0.132078657
0010VDE04150,7569953,3.558,92.575,E,50.2,"LINESTRING (129.16827753077092 35.65170964382626, 129.1720566230682 35.65922443720861)",901,1,0.132101216
0010VDE04155,7575834,3.52,94.139,E,51.1,"LINESTRING (129.17205257334885 35.659214895579616, 129.17567016098232 35.66958179907414)",1196,0,0
0010VDE04160,7577867,3.609,92.206,E,52.3,"LINESTRING (129.17567100941577 35.66958411202683, 129.1792435986625 35.67886780541462)",1080,1,0.131963256
0010VDE04165,7575467,4.056,90.189,E,53.4,"LINESTRING (129.17924472778213 35.67887058082266, 129.18326921735195 35.688249914557154)",1103,0,0
0010VDE04170,7571070,3.439,94.855,E,54.5,"LINESTRING (129.1832648894103 35.68823667947289, 129.1856956756903 35.69885252201776)",1198,0,0
0010VDE04175,7942085,3.261,99.467,E,55.7,"LINESTRING (129.18569863369893 35.69886234675757, 129.18824772575252 35.70565635918964)",788,0,0
0010VDE04180,7591546,3.52,91.115,E,56.5,"LINESTRING (129.18824844030007 35.705658193272164, 129.19136503150486 35.713370676203056)",901,0,0
0010VDE04185,7029745,3.137,99.666,E,57.4,"LINESTRING (129.19136190625022 35.7133612552282, 129.19412569281792 35.72393189805296)",1199,0,0
0010VDE04190,7154809,2.978,104.948,E,58.6,"LINESTRING (129.19412356960882 35.72391981636497, 129.19511065491636 35.73469049766172)",1198,0,0
0010VDE04195,7162352,2.907,108.246,E,59.8,"LINESTRING (129.1951103534446 35.73468284328437, 129.1949612372523 35.74638185359092)",1298,0,0
0010VDE04200,7202285,2.906,106.573,E,61.1,"LINESTRING (129.194961581877 35.74637561773744, 129.19399586828533 35.75623710723218)",1098,0,0
0010VDE04205,7147866,3.111,99.148,E,62.2,"LINESTRING (129.19399861217408 35.756265454684375, 129.19679900041143 35.76570908748303)",1078,0,0
0010VDE04210,6762195,3.068,101.729,E,63.3,"LINESTRING (129.1967966706011 35.765677319899915, 129.1955051584364 35.77457349906399)",994,0,0
0010VDE04215,7160196,3,106.377,E,64.3,"LINESTRING (129.1955089621244 35.774558448564925, 129.19187794978 35.78452912573091)",1154,1,0.139660981
0010VDE04220,7170282,3.038,105.239,E,65.5,"LINESTRING (129.19187439454203 35.78456695982245, 129.19321758383234 35.792584601325835)",898,0,0
0010VDE04225,7158255,3.156,102.877,E,66.4,"LINESTRING (129.19322295194408 35.792542232311675, 129.18915694100815 35.80186473911805)",1098,0,0
0010VDE04230,7174251,3.298,97.118,E,67.5,"LINESTRING (129.18917090676342 35.80184282359152, 129.18089070088237 35.81136544759333)",1295,0,0
0010VDE04235,4652164,3.724285714,90.90142857,E,68.8,"LINESTRING (129.18095967715533 35.81132910252119, 129.17134728727177 35.81286620056164)",885,0,0
0010VDE04240,7934517,3.529,97.137,E,69.7,"LINESTRING (129.1713030895351 35.81288200443401, 129.16242839287077 35.81819096955702)",995,0,0
0010VDE04245,7944253,3.493,100.242,E,70.7,"LINESTRING (129.16249686418976 35.81817351522347, 129.15049247777583 35.81791094515636)",1085,0,0
0010VDE04250,7943538,3.428,100.431,E,71.85,"LINESTRING (129.15048314333083 35.817911061332936, 129.1394640556855 35.81842690043084)",997,0,0
0010VDE04255,8341304,3.598,98.693,E,72.8,"LINESTRING (129.13941797842045 35.81843750550174, 129.12984368486983 35.82263092119991)",982,0,0
0010VDE04260,7942217,3.54,97.79,E,73.8,"LINESTRING (129.1298281653693 35.82263915022508, 129.1210795680716 35.82817829526046)",1001,0,0
0010VDE04265,7948290,3.609,96.352,E,74.8,"LINESTRING (129.12111639950365 35.8281629532008, 129.10962941067646 35.830901139970145)",1081,0,0
0010VDE04270,6906566,3.203,99.66,E,75.9,"LINESTRING (129.10963139269163 35.830900683880536, 129.0982130040177 35.83343442085308)",1069,0,0
0010VDE04275,7939810,3.542,98.301,E,77,"LINESTRING (129.09817329199117 35.833450781924704, 129.08950339445562 35.83905257694919)",1000,0,0
0010VDE04280,7929789,3.516,101.291,E,78,"LINESTRING (129.08947987090517 35.839073459852095, 129.08338486565427 35.84657524535085)",998,1,0.12610676
0010VDE04285,8344736,3.612,101.063,E,79,"LINESTRING (129.08337267598128 35.84659526715021, 129.0793597649262 35.85595183397519)",1100,0,0
0010VDE04290,8329012,3.705,96.924,E,80.15,"LINESTRING (129.0793743901382 35.85592894105186, 129.0723281853795 35.86390858595348)",1090,0,0
0010VDE04295,8324052,3.767,93.506,E,81.2,"LINESTRING (129.07234254620218 35.86389530060458, 129.05941884697174 35.873711082542165)",1596,1,0.1201338
0010VDE04300,8342276,3.739,94.763,E,82.8,"LINESTRING (129.05939840777833 35.873732032651475, 129.0533020004517 35.882353738012604)",1104,0,0
0010VDE04305,8335810,3.478,103.48,E,83.9,"LINESTRING (129.0533168658425 35.88233733655258, 129.04650806467018 35.888298912030464)",903,0,0
0010VDE04310,8335033,3.523,102.893,E,84.8,"LINESTRING (129.04654825512986 35.8882765244639, 129.03623626401483 35.89161409076713)",1002,0,0
0010VDE04315,8338239,3.674,99.753,E,85.8,"LINESTRING (129.03627672168128 35.89160771112966, 129.02651253275084 35.89164162082105)",882,0,0
0010VDE04320,8330262,3.491,102.773,E,86.75,"LINESTRING (129.02646441231568 35.89165075321952, 129.0154914205106 35.896007838628705)",1102,0,0
0010VDE04325,8341768,3.555,101.332,E,87.85,"LINESTRING (129.01543831771954 35.89605307103299, 129.009105104933 35.90796721603552)",1440,0,0
0010VDE04330,8338709,3.612,104.303,E,89.3,"LINESTRING (129.00909872903316 35.90798311770732, 129.0064097163688 35.91765569561707)",1100,1,0.11992264
0010VDE04335,8382735,3.304,90.164,E,90.45,"LINESTRING (129.00643744850845 35.91761350614898, 128.99668164720842 35.925968279720465)",1279,0,0
0010VDE04340,4423059,2.145,104.512,E,91.73,"LINESTRING (128.99669485466882 35.92595864737675, 128.98697575796743 35.93197793192067)",1102,0,0
0010VDE04345,4415212,2.111,106.872,E,92.8,"LINESTRING (128.9870564058543 35.93196018128008, 128.97271012189606 35.93052683249971)",1304,0,0
0010VDE04350,4422293,2.184,103.127,E,94.2,"LINESTRING (128.97275725091484 35.930540853685315, 128.96068305791394 35.924119249556334)",1302,0,0
0010VDE04355,4424131,2.137,105.386,E,95.5,"LINESTRING (128.9606427015093 35.92410607407264, 128.94785441543758 35.92216709588974)",1174,0,0
0010VDE04400,5662090,2.763,92.662,E,96.7,"LINESTRING (128.94788188427563 35.922174378322495, 128.93989529080827 35.919069511316536)",799,0,0
0010VDE04500,6449057,2.813,98.246,E,97.6,"LINESTRING (128.93994656518984 35.91911044097061, 128.93551465872753 35.91191890473542)",893,0,0
0010VDE04600,6072263,2.799,102.747,E,98.5,"LINESTRING (128.93550041235144 35.911901288684234, 128.92908321072113 35.90569182320457)",900,0,0
0010VDE04700,6812210,2.841,101.329,E,99.4,"LINESTRING (128.92904428000097 35.905667778837234, 128.91951478805444 35.90214034225569)",945,1,0.14679524
0010VDE04800,6070986,2.798,101.138,E,100.4,"LINESTRING (128.91945741619182 35.902132732836456, 128.90954202719357 35.90297300165086)",900,0,0
0010VDE04900,6856230,2.749,103.076,E,101.3,"LINESTRING (128.90957583726373 35.902974368024175, 128.90100294649343 35.9015383793947)",790,0,0
0010VDE05000,6064719,2.724,104.367,E,102.1,"LINESTRING (128.9010432308393 35.90155231152548, 128.89099853617543 35.89595101658766)",1099,0,0
0010VDE05100,6094207,2.765,104.69,E,103.2,"LINESTRING (128.89099699332965 35.89595017151214, 128.88175849856367 35.89098039604415)",1000,0,0
0010VDE05200,6531515,2.795,103.128,E,104.2,"LINESTRING (128.8817403962126 35.89097251273273, 128.87054730609972 35.887136096478535)",1097,0,0
0010VDE05300,6091786,2.79,102.487,E,105.3,"LINESTRING (128.87053482976543 35.8871325169517, 128.85988904059138 35.88464821939206)",1000,0,0
0010VDE05400,6066256,2.898,95.451,E,106.3,"LINESTRING (128.85988904038814 35.884648219344626, 128.84924385121 35.88216297178749)",1000,0,0
0010VDE05500,6701948,3.316,98.41,E,107.3,"LINESTRING (128.8492438512738 35.88216297180238, 128.83859936209151 35.87967677424774)",1000,1,0.149210349
0010VDE05600,6087244,2.86,99.765,E,108.3,"LINESTRING (128.8385964418229 35.879676127029896, 128.82787485296706 35.87742694923256)",1000,0,0
0010VDE05700,6091538,2.736,104.761,E,109.3,"LINESTRING (128.82784586027984 35.87742410127318, 128.81687327270518 35.87753162089022)",991,1,0.164162154
0010VDE05800,6368836,2.691,102.905,E,110.3,"LINESTRING (128.81687497141533 35.87753161492456, 128.80588328387475 35.87750111469767)",993,2,0.314029126
0010VDE05900,5323690,2.504,103.535,E,111.3,"LINESTRING (128.80589000017824 35.877501299554545, 128.79211421574527 35.876780340037364)",1247,0,0
0010VDE06000,6092340,2.893,99.341,E,112.5,"LINESTRING (128.79209155285363 35.87678104626953, 128.78116226478357 35.87804154462631)",997,2,0.328281087
0010VDE06100,9160152,3.684,86.706,E,113.5,"LINESTRING (128.78116713031875 35.87804107278921, 128.76867254421407 35.87902451140972)",1134,0,0
0010VDE06200,10484534,3.519,92.474,E,114.7,"LINESTRING (128.76874627139466 35.879040134338354, 128.76058127561276 35.87443684849136)",897,0,0
0010VDE06300,10216150,3.613,89.721,E,115.6,"LINESTRING (128.76056362293357 35.874428732305816, 128.75145353065318 35.8710942655564)",902,0,0
0010VDE06400,10464754,3.554,92.317,E,116.5,"LINESTRING (128.7513972412122 35.871086767105474, 128.74202665162537 35.87183777606107)",850,1,0.095558864
0010VDE06500,10848433,3.641,88.212,E,117.4,"LINESTRING (128.74200011467198 35.87184263329289, 128.73080842486758 35.87510837964896)",1074,0,0
0010VDE06600,11362415,3.594,90.923,E,118.5,"LINESTRING (128.73083325370735 35.87510367258551, 128.71980686589333 35.8761262612091)",1002,0,0
0010VDE06700,10483837,3.542,92.583,E,119.5,"LINESTRING (128.71980448942907 35.87612650269932, 128.708840201435 35.87733826112168)",999,1,0.095384924
0010VDE06800,10490812,3.578,91.436,E,120.5,"LINESTRING (128.70879150046747 35.87735378301829, 128.69612030605558 35.884584686279965)",1397,0,0
0010VDE06900,4968767,2.39,106.714,E,121.9,"LINESTRING (128.6961164567545 35.88458698476512, 128.6890911591252 35.888974090821094)",800,2,0.402514346
0010VDE07000,7300052,2.613,99.127,E,122.7,"LINESTRING (128.6890905249742 35.888974489765374, 128.6812381274834 35.89395090531907)",899,0,0
0010VDE07100,0,0,0,E,123.6,"LINESTRING (128.68121804701175 35.89396742500182, 128.67461214344468 35.901027370276424)",985,1,0
0010VDE07200,0,0,0,E,124.6,"LINESTRING (128.67460355785065 35.901038032590165, 128.66921625102844 35.90888750842816)",998,0,0
0010VDE07300,16485439,5.442,90.33,E,125.6,"LINESTRING (128.66925537561397 35.908854459500894, 128.66096948044546 35.91295790548144)",876,0,0
0010VDE07400,14228948,4.429,103.443,E,126.5,"LINESTRING (128.6609906294326 35.91294978334187, 128.65158983812438 35.91561462036006)",899,1,0.070279264
0010VDE07500,19612879,5.852,99.198,E,127.4,"LINESTRING (128.6516123041448 35.91561032309977, 128.64070621615423 35.91673928162454)",992,0,0
0010VDE07600,19723026,6.213,95.04,E,128.4,"LINESTRING (128.64071622729247 35.91673861901673, 128.62966093979546 35.91706068842959)",998,0,0
0010VDE07700,19687694,6.016,98.886,E,129.4,"LINESTRING (128.62967644357937 35.9170611212309, 128.6176387570803 35.916034972133396)",1092,0,0
0010VDE07800,19464660,6.123,97.035,E,130.5,"LINESTRING (128.6176508541029 35.91603655800491, 128.6090050633222 35.9144996795247)",799,0,0
0010VDE07900,19744701,6.103,96.879,E,131.3,"LINESTRING (128.609005062124 35.91449967931167, 128.59819817364533 35.91257778121386)",998,0,0
0010VDE08000,19705657,6.113,95.67,E,132.3,"LINESTRING (128.59820222672337 35.91257856744399, 128.58856453672132 35.91055206946906)",899,0,0
0010VDE08100,19714162,6.332,95.454,E,133.2,"LINESTRING (128.58856325131418 35.91055180579267, 128.5745991659299 35.907758588580776)",1298,1,0.050724956
0010VDE08200,10030276,2.582,111.387,E,134.5,"LINESTRING (128.57460500445052 35.90775989545124, 128.56192221711044 35.90461455860729)",1197,0,0
0010VDE08300,15518891,4.923,89.621,E,135.7,"LINESTRING (128.56195428718712 35.90462742054046, 128.55496549054075 35.900567414186206)",775,0,0
0010VDE08400,21693499,6.649,95.918,E,136.5,"LINESTRING (128.55495516246958 35.900562088227254, 128.54568036899335 35.89634345224327)",959,3,0.138290278
0010VDE08500,21694610,6.942,93.986,E,137.5,"LINESTRING (128.54565524490047 35.89633511956589, 128.53392285694352 35.89375086216021)",1097,0,0
0010VDE08600,2042049,4.245,98.39,E,138.6,"LINESTRING (128.53389789113734 35.89374778714694, 128.52095140581056 35.89336735733211)",1170,2,0.979408428
0010VDE08700,2111527,3.696666667,100,E,139.8,"LINESTRING (128.52093029309626 35.893368379501915, 128.5089502061074 35.89489116760593)",1095,0,0
0010VDE08800,8839746,5.071666667,98.62,E,140.9,"LINESTRING (128.50894048000103 35.89489276935207, 128.49593869327708 35.89753136627198)",1210,0,0
0010VDE08900,17494401,5.21,104.332,E,142.2,"LINESTRING (128.49586147588906 35.89758779792871, 128.49243736714277 35.90518337513729)",898,0,0
0010VDE09000,2452381,6.775,102.785,E,143.1,"LINESTRING (128.492437982139 35.90518204363505, 128.48846647266595 35.91357788040562)",998,0,0
0010VDE09100,2978922,7.273333333,99.26333333,E,144.1,"LINESTRING (128.48846761808053 35.91357555608005, 128.48463460997456 35.921050582981856)",899,0,0
0010VDE09200,2504186,6.77,96.475,E,145,"LINESTRING (128.48463520543268 35.92104944392343, 128.48067809754926 35.92847628073563)",898,0,0
0010VDE09300,17590486,5.449,94.433,E,145.9,"LINESTRING (128.48072077104555 35.928435825364204, 128.47057157670483 35.933628770346814)",1082,0,0
0010VDE09400,5638664,5.0425,101.7825,E,147,"LINESTRING (128.47056145173468 35.93363461850342, 128.462943053986 35.93857908413388)",880,0,0
0010VDE09500,5573970,5.1525,104.5475,E,147.9,"LINESTRING (128.46291666349265 35.93860381974512, 128.4573084571912 35.946351285432094)",998,0,0
0010VDE09600,0,0,0,E,148.9,"LINESTRING (128.45729526229846 35.94637942986107, 128.4553544517761 35.95431144828423)",897,0,0
0010VDE09700,0,0,0,E,149.8,"LINESTRING (128.4553539831211 35.95431348556655, 128.45344437121076 35.963176424030564)",998,0,0
0010VDE09800,0,0,0,E,150.8,"LINESTRING (128.45347887089093 35.96312537302441, 128.44312447206028 35.97080208663755)",1264,0,0
0010VDE09900,12949123,3.962,110.283,E,152.9,"LINESTRING (128.44313864030275 35.970793175631286, 128.43571894419964 35.9747241318744)",799,0,0
0010VDE10000,0,0,0,E,152.1,"LINESTRING (128.43568476938518 35.97475277581921, 128.42842636184145 35.984441380270134)",1259,2,0
0010VDE10100,11291292,4.34,93.77,E,154.2,"LINESTRING (128.42841072071198 35.984479359115454, 128.42753511079368 35.9916432584658)",799,3,0.265691473
0010VDE10200,818927,4.485,100.33,E,155,"LINESTRING (128.42753490902348 35.991645101152365, 128.42658039529968 36.00150637048496)",1098,0,0
0010VDE10300,10374354,4.266666667,98.05,E,156.1,"LINESTRING (128.42658201375644 36.001530311256616, 128.42865360212016 36.010365143287046)",998,1,0.096391544
0010VDE10400,4254089,3.81,96.78333333,E,157.1,"LINESTRING (128.42865210196618 36.01035647634031, 128.42984238736943 36.0209348176385)",1179,0,0
0010VDE10500,10540150,4.373333333,92.54777778,E,158.3,"LINESTRING (128.42989545042363 36.02084947925517, 128.42084235582558 36.02529891489252)",954,0,0
0010VDE10600,13951106,4.295,94.161,E,159.3,"LINESTRING (128.42083665112796 36.02530191585622, 128.41373315443312 36.02929429211356)",779,0,0
0010VDE10700,11286308,1.815555556,95.67111111,E,160.1,"LINESTRING (128.4136872828876 36.02935152586105, 128.4114212699928 36.03899254401231)",1089,0,0
0010VDE10800,11598071,3.385555556,96.15,E,161.2,"LINESTRING (128.41142228335258 36.03898869194932, 128.40861567081916 36.04862115963214)",1098,0,0
0010VDE10900,14033709,4.407,97.898,E,162.3,"LINESTRING (128.40862134710125 36.04860701259166, 128.40478243904255 36.05602939946984)",893,0,0
0010VDE11000,11820016,3.985,93.276,E,163.2,"LINESTRING (128.40478413200523 36.056026291894625, 128.40011012368925 36.06418564813622)",999,0,0
0010VDE11100,13481067,3.278,92.178,E,164.2,"LINESTRING (128.400133393257 36.064159037399165, 128.39272719338237 36.070005562673515)",931,0,0
0010VDE11200,13962981,4.294,92.894,E,165.2,"LINESTRING (128.39280491654392 36.06998004916187, 128.38393752666485 36.06995919904339)",799,0,0
0010VDE11300,14114487,4.213,92.17,E,166,"LINESTRING (128.38393808234287 36.069959201499316, 128.37730418991524 36.06991622144247)",598,0,0
0010VDE11400,12289800,3.687,97.33,E,166.6,"LINESTRING (128.37729545819286 36.06991644362476, 128.36307987425673 36.07073265248644)",1284,1,0.081368289
0010VDE11500,11487462,3.737,102.05,E,167.9,"LINESTRING (128.3629828516029 36.07079288611457, 128.35990214313264 36.077961813568066)",842,0,0
0010VDE11650,12576720,3.676,105.03,E,168.8,"LINESTRING (128.3598962454945 36.077998137769384, 128.36062983425333 36.08607551859156)",899,0,0
0010VDE11700,11877134,3.67,107.347,E,169.7,"LINESTRING (128.3606298342479 36.08607551853176, 128.36144512175252 36.09505036944576)",999,1,0.084195396
0010VDE11800,11996493,4.118,91.48,E,170.7,"LINESTRING (128.3614448357673 36.09504520948231, 128.36166062066005 36.10578600988503)",1192,0,0
0010VDE11900,9233395,3.139,106.552,E,171.9,"LINESTRING (128.3616637664395 36.10576318941014, 128.35956245735903 36.11275770766356)",799,0,0
0010VDE12000,0,0,0,E,172.7,"LINESTRING (128.35956302895443 36.112755887784246, 128.35700001896763 36.12057411565043)",898,0,0
0010VDE12100,10445776,3.496,95.073,E,173.6,"LINESTRING (128.3570422805257 36.1205242432031, 128.3473674845871 36.12620081795459)",1075,1,0.095732476
0010VDE12200,10728968,3.369,111.532,E,174.7,"LINESTRING (128.34737243585505 36.12619807518528, 128.3389936404018 36.13057490096887)",897,0,0
0010VDE12300,11525885,3.391,109.114,E,175.6,"LINESTRING (128.33900887515307 36.13056824365772, 128.32803008423252 36.13450395947246)",1080,1,0.086761234
0010VDE12400,10428378,3.471,105.941,E,176.7,"LINESTRING (128.3280529130948 36.13449806704963, 128.3193552223825 36.13592845534572)",799,1,0.09589219
0010VDE12500,10322432,3.324,107.273,E,177.5,"LINESTRING (128.31933318417583 36.135934065396086, 128.30927779261648 36.139461071630734)",986,0,0
0010VDE12600,0,0,0,E,178.5,"LINESTRING (128.30926581318846 36.1394659894708, 128.29970891923261 36.14399653497489)",996,0,0
0010VDE12700,0,0,0,E,179.5,"LINESTRING (128.29971936415288 36.14399216771133, 128.29061367159687 36.14731727419213)",899,0,0
0010VDE12800,8366941,3.683333333,91.09777778,E,180.4,"LINESTRING (128.29060216017396 36.14732215208047, 128.28109686598478 36.151941747530344)",997,0,0
0010VDE12900,8682147,3.682,101.372,E,181.4,"LINESTRING (128.28109383915898 36.15194327236337, 128.27269594373848 36.156326188141435)",899,1,0.115178884
0010VDE13000,10529989,4.002,92.316,E,182.3,"LINESTRING (128.2727482369995 36.156312074078194, 128.2219191946412 36.159224070118036)",4585,2,0.189933722
0010VDE13100,6717687,2.808,94.225,E,187,"LINESTRING (128.22193577603028 36.15922412898419, 128.21085828862226 36.158512259644716)",1000,0,0
0010VDE13200,7488616,2.819,92.037,E,188,"LINESTRING (128.2108584808834 36.15851227214506, 128.20089039220912 36.15785669275814)",900,0,0
0010VDE13300,6771317,2.923,88.996,E,188.9,"LINESTRING (128.200933135894 36.15786675465626, 128.1923369423195 36.15420105825311)",874,0,0
0010VDE13400,6731432,2.712,93.266,E,189.8,"LINESTRING (128.1923818010635 36.15423623896248, 128.1868880947244 36.14641140340641)",999,0,0
0010VDE13500,6406375,2.814,96.205,E,190.8,"LINESTRING (128.18688235804203 36.146404076015635, 128.18053825396038 36.13910211081122)",991,1,0.156094515
0010VDE13600,2132534,2.302,97.57,E,191.8,"LINESTRING (128.18052388184248 36.13908862613365, 128.17649358226217 36.13598805867013)",500,1,0.468925701
0010VDE13650,0,0,0,E,192.3,"LINESTRING (128.176493583303 36.13598805947091, 128.17568758338678 36.13536792997817)",100,0,0
0010VDE13700,2332168,2.474,97.074,E,192.4,"LINESTRING (128.17566803663985 36.135355915820185, 128.1645252438593 36.129963150973865)",1168,0,0
